,beta,gamma,alpha,p_0,p_k,p_p,y_mean,y_std,n_unique
0,-2.0,1.0,-2.0,0.29523809523809524,0.7047619047619048,0.0,3.738095238095238,4.249736967990654,20
1,-2.0,2.0,-2.0,0.1761904761904762,0.819047619047619,0.004761904761904745,2.7333333333333334,1.6296690988083578,10
2,-2.0,2.0,-1.0,0.17142857142857143,0.8285714285714286,0.0,2.7333333333333334,1.6296690988083578,10
3,-2.0,2.0,0.0,0.14285714285714285,0.8476190476190476,0.009523809523809601,2.7333333333333334,1.6296690988083578,10
4,-1.0,1.0,-2.0,0.4,0.5857142857142857,0.014285714285714235,2.1952380952380954,2.184104426074073,13
5,-1.0,1.0,-1.0,0.34285714285714286,0.6428571428571429,0.014285714285714235,2.1952380952380954,2.184104426074073,13
6,-1.0,2.0,-2.0,0.2904761904761905,0.7095238095238096,0.0,2.1714285714285713,1.362218447145817,6
7,-1.0,2.0,-1.0,0.3476190476190476,0.6523809523809524,0.0,2.1714285714285713,1.362218447145817,6
8,-1.0,2.0,0.0,0.34285714285714286,0.6523809523809524,0.004761904761904745,2.1714285714285713,1.362218447145817,6
9,-1.0,2.0,1.0,0.2619047619047619,0.7333333333333333,0.004761904761904856,2.1714285714285713,1.362218447145817,6
10,-1.0,2.0,2.0,0.32857142857142857,0.6714285714285714,1.1102230246251565e-16,2.1714285714285713,1.362218447145817,6
11,0.0,0.0,-1.0,0.6571428571428571,0.3333333333333333,0.009523809523809545,1.1,1.4391983414487068,3
12,0.0,1.0,-2.0,0.5571428571428572,0.44285714285714284,0.0,1.4428571428571428,1.512016122471519,7
13,0.0,1.0,-1.0,0.5428571428571428,0.45714285714285713,5.551115123125783e-17,1.4428571428571428,1.512016122471519,7
14,0.0,1.0,0.0,0.5238095238095238,0.46190476190476193,0.014285714285714235,1.4428571428571428,1.512016122471519,7
15,0.0,1.0,1.0,0.5190476190476191,0.4714285714285714,0.00952380952380949,1.4428571428571428,1.512016122471519,7
16,0.0,2.0,-2.0,0.5238095238095238,0.47619047619047616,0.0,1.3857142857142857,1.4960188681503745,5
