,beta,gamma,alpha,p_0,p_k,p_p,y_mean,y_std,n_unique,r_hat,p0_nb,pk_nb,zero_inflated,k_inflated,POIS_MSE_test,POIS_MAE_test,POIS_R2_test,POIS_MSE_train,POIS_MAE_train,POIS_R2_train,POIS_LLF,POIS_AIC,POIS_BIC,NB_MSE_test,NB_MAE_test,NB_R2_test,NB_MSE_train,NB_MAE_train,NB_R2_train,NB_LLF,NB_AIC,NB_BIC,ZK_H_P_MSE_test,ZK_H_P_MAE_test,ZK_H_P_R2_test,ZK_H_P_MSE_train,ZK_H_P_MAE_train,ZK_H_P_R2_train,ZK_H_P_LLF,ZK_H_P_AIC,ZK_H_P_BIC,ZK_H_NB_MSE_test,ZK_H_NB_MAE_test,ZK_H_NB_R2_test,ZK_H_NB_MSE_train,ZK_H_NB_MAE_train,ZK_H_NB_R2_train,ZK_H_NB_LLF,ZK_H_NB_AIC,ZK_H_NB_BIC,ZINB_MSE_test,ZINB_MAE_test,ZINB_R2_test,ZINB_MSE_train,ZINB_MAE_train,ZINB_R2_train,ZINB_LLF,ZINB_AIC,ZINB_BIC,ZIP_MSE_test,ZIP_MAE_test,ZIP_R2_test,ZIP_MSE_train,ZIP_MAE_train,ZIP_R2_train,ZIP_LLF,ZIP_AIC,ZIP_BIC,ZKINB_MSE_test,ZKINB_MAE_test,ZKINB_R2_test,ZKINB_MSE_train,ZKINB_MAE_train,ZKINB_R2_train,ZKINB_LLF,ZKINB_AIC,ZKINB_BIC,ZKIP_MSE_test,ZKIP_MAE_test,ZKIP_R2_test,ZKIP_MSE_train,ZKIP_MAE_train,ZKIP_R2_train,ZKIP_LLF,ZKIP_AIC,ZKIP_BIC,RF_MSE_test,RF_MAE_test,RF_R2_test,RF_MSE_train,RF_MAE_train,RF_R2_train,GB_MSE_test,GB_MAE_test,GB_R2_test,GB_MSE_train,GB_MAE_train,GB_R2_train
0,-2.0,-2.0,-2.0,0.8071428571428572,0.1742857142857143,0.018571428571428544,0.5428571428571428,1.1395568534281089,4,0.38994460026424976,0.7116955884524525,0.030284463320005284,True,True,1.4916341520791268,0.9218255869739351,-0.028429503639773035,1.2749106098776288,0.8375443608424827,0.016830030154173614,-788.3857601529176,1580.771520305835,1589.8736809759218,2.034980893041914,1.022966474375541,-0.4030480509114138,1.6375492603349344,0.8961134838110975,-0.26282520863096925,-599.5515177333606,1205.1030354667212,1218.7562764718514,1.4590047834506712,0.9136220181653342,-0.0059326968082400455,1.2516934724714193,0.8313424334085537,0.03473433819484506,-373.07149599785436,754.1429919957087,772.3473133358823,1.4590076533958742,0.9136223829745476,-0.005934675534938094,1.2516953629594618,0.8313424247961845,0.034732880311400316,-378.12380512222614,766.2476102444523,789.0030119196693,1.2993328394745776,0.865826699366889,0.10415551608206175,1.1283589503195217,0.7827090565125543,0.12984594640137614,-555.6312430106757,1121.2624860213514,1144.0178876965683,1.408784795854788,0.9142116895453318,0.028692225693058293,1.2230882104746128,0.8419969853969139,0.05679379425155773,-512.496594194371,1032.993188388742,1051.1975097289157,1.289830157781693,0.8312350709135117,0.11070728227958282,1.110602311185135,0.746437657180243,0.14353929417576938,-320.697198664879,655.394397329758,687.2519596750618,1.5007886445060303,0.9474612900171413,-0.034741205533666886,1.3147589901264132,0.8851267523912226,-0.013899756314042166,-379.2561124815837,770.5122249631675,797.8187069734279,1.3718310860706509,0.8468571186079276,0.05417051429216002,1.0223601764670884,0.702125835911756,0.21158878427939365,1.4160050529807646,0.8361589105293226,0.023714111292909013,0.8993027821189464,0.642012568076067,0.30648668045595895
1,-2.0,-2.0,-1.0,0.7228571428571429,0.21142857142857144,0.0657142857142857,0.7257142857142858,1.2368548550887908,5,0.6549733561646822,0.6135819813996714,0.042737278023253264,True,True,1.4527945500860964,0.9620188113112621,0.037707381727700606,1.4847910393234212,0.9783380182672587,0.02803925359838899,-892.2200611035748,1788.4401222071497,1797.5422828772364,1.6826076405158505,0.9884513863731005,-0.1145147204888799,2.0266823178890663,1.0282482597789815,-0.3266888109130923,-749.5362606610493,1505.0725213220985,1518.7257623272287,1.4051451220952558,0.9477501168875646,0.06926910036008804,1.3982895905389314,0.9519122247089948,0.08466406510297919,-508.820069757892,1025.640139515784,1043.8444608559575,1.4057588430196468,0.9477375149995456,0.06886258788027066,1.3990227306225793,0.9519867899867855,0.08418414344124558,-527.4383229581756,1064.8766459163512,1087.6320475915682,1.2788151762401154,0.8831829083680914,0.15294670939017185,1.2863952755734154,0.8925126414177313,0.15791132954063192,-682.6622442264243,1375.3244884528485,1398.0798901280655,1.325319875771658,0.9196980588908038,0.12214322855971127,1.3269238700201638,0.9255133899434966,0.13138086035958163,-621.2200640846835,1250.440128169367,1268.6444495095407,1.253236852844693,0.8632945993365748,0.16988911311115074,1.2837555092923354,0.8770440825828678,0.15963934994009066,-442.98347774950633,899.9669554990127,931.8245178443165,1.4992848871658153,1.0189315850866911,0.0069134142047956315,1.534963154023852,1.034991390330287,-0.004803971314255362,-524.7506522066203,1061.5013044132406,1088.807786423501,1.2665306982835525,0.8541805006157401,0.16108362211209026,1.1752754272525168,0.8253998787051726,0.23065161948959945,1.3105037352319284,0.8531487255220598,0.13195704750047044,1.0421459127303325,0.7628564666116264,0.31779968199543795
2,-2.0,-2.0,0.0,0.6657142857142857,0.22714285714285715,0.10714285714285715,0.98,1.525050715636914,9,0.7136383544169237,0.5396860569605353,0.0578303019580415,True,True,1.6442346270141186,0.9902955850424344,0.19433174666519304,1.916157440267663,1.0117244085734605,0.17494389674275745,-910.999274632443,1825.998549264886,1835.1007099349727,3.461669634253474,1.0986571879048401,-0.6962039857509876,3.1891429742105104,1.0692353675373722,-0.37317624310911923,-824.1330166059672,1654.2660332119344,1667.9192742170646,1.431838991493761,0.8790644282976307,0.29840474079521706,1.5860745012904713,0.9020836781598746,0.31707049743908544,-555.3023572893803,1118.6047145787606,1136.8090359189343,1.4317103695674582,0.8790703111093732,0.2984677650139037,1.5862153147135694,0.9020725103354464,0.3170098662134324,-572.2797457678689,1154.5594915357378,1177.3148932109548,1.3811197158007924,0.857239818396603,0.3232569787827885,1.587006062216164,0.8937989844957196,0.31666938737832173,-760.858322380525,1531.71664476105,1554.472046436267,1.4135168230697264,0.8619508367448323,0.30738252850809655,1.575426312139297,0.889889678876618,0.32165537823394674,-662.0107760264534,1332.0215520529068,1350.2258733930805,1.4339705852154918,0.8618511763487042,0.29736026857550424,1.575051365565312,0.8870721428110512,0.32181682214912866,-516.6452964628556,1047.2905929257113,1079.1481552710152,1.631121482126555,1.0977496720310318,0.2007571341152038,1.9964521824311876,1.1552355327209358,0.1403707110069191,-685.6929318277141,1383.3858636554282,1410.6923456656887,1.497939805449183,0.8490926276585039,0.26601561186646805,1.4792935276886165,0.8427667709861839,0.3630480836908989,1.50454909961512,0.8470170710586001,0.2627770847128852,1.372951651899659,0.8033107702958074,0.40883660388642484
3,-2.0,-2.0,1.0,0.6571428571428571,0.20857142857142857,0.13428571428571429,2.38,5.2991915058020425,29,0.2203924009061914,0.5804624201639161,0.04429583649212524,True,True,16.689549425495503,1.9297869448215648,0.10079796634256233,8.25995914593549,1.6273320545297776,0.7054360911270288,-1190.5460056148968,2385.0920112297936,2394.1941718998805,18.498032331573867,1.9537458080361243,0.0033602545433357722,8.450236511822492,1.628640105127008,0.6986504831505888,-986.172636363094,1978.345272726188,1991.9985137313183,11.779584965408711,1.8480772161702013,0.3653377639809102,7.900068324738854,1.617491955432452,0.7182703975910443,-669.1882449138557,1346.3764898277113,1364.580811167885,11.946654444555024,1.8529249591305192,0.3563363696604046,7.910849820064411,1.6170685232698718,0.7178859114997113,-718.486684162267,1446.973368324534,1469.728769999751,9.698649604527196,1.770627458792497,0.47745470978388405,9.092024218373224,1.6791570030678158,0.675763263956384,-1019.6930654038375,2049.386130807675,2072.141532482892,10.188894984649744,1.7379756846670344,0.45104119605990456,8.115450075038998,1.6003044000206903,0.7105895254284342,-897.1626727143158,1802.3253454286316,1820.5296667688053,12.106428561596926,1.8547213141718797,0.34772803594766666,7.90702296304095,1.617379436291737,0.71802238359886,-657.4719915144176,1328.9439830288352,1360.801545374139,12.120315903035436,2.0402475158602247,0.3469798116939593,18.211391930168215,2.1913956728367228,0.35055141336773743,-835.334954454778,1682.669908909556,1709.9763909198164,9.399845807560485,1.7508970170924048,0.49355370533175535,8.231910793702363,1.5851331367851207,0.7064363421119626,9.299454908385123,1.7412766083061948,0.498962581173621,7.426990180128586,1.5191312446486667,0.735141152641612
4,-2.0,-2.0,2.0,0.6557142857142857,0.1957142857142857,0.1485714285714286,13.667142857142856,77.84029948288169,71,0.030897773676420652,0.8283652968512741,0.008870729793519569,False,True,322.23262889668973,5.498128252849486,0.8461947097944513,639.246241727001,6.140940152049022,0.8943474335064313,-2629.709711126613,5263.419422253226,5272.521582923313,309.6355057268908,5.288341805468682,0.8522074596252797,633.6481280969823,6.16478111244452,0.8952726717541154,-1154.4832194491228,2314.9664388982455,2328.619679903376,332.62351228087135,5.512704126313666,0.8412350232479083,709.6501230589707,6.122670991202108,0.8827113060358409,-1276.6101605403887,2561.2203210807775,2579.424642420951,286.64387429410385,5.26942350321577,0.8631816261984375,798.5269738733225,6.1321334140676065,0.8680220254777982,-877.827382228566,1765.654764457132,1788.4101661323489,304.2780352462485,5.383145286686732,0.8547646410778973,1048.3227891976574,6.899499966315475,0.8267365751057014,-1444.1558409740337,2898.3116819480674,2921.0670836232844,8.261922837045984e+42,1.6605091765417745e+20,-3.9435095196865157e+39,2.1480095937266626e+52,5.548849389629409e+24,-3.550161293352565e+48,-5.405203461418647e+27,1.0810406922837294e+28,1.0810406922837294e+28,298.73999410189685,5.346201259046241,0.8574080109572721,759.1316315269438,6.107513616368864,0.874533161179657,-817.1354515834603,1648.2709031669206,1680.1284655122245,1108.004099297245,8.813254659394765,0.47113707067825417,3605.217184035353,10.723645524390463,0.4041412785924202,-1442.5539728650024,2897.1079457300048,2924.414427740265,1070.3434488852888,9.599242765687082,0.48911292646223714,4124.77625810978,10.629814549760226,0.318270222905513,1126.033137100143,8.433729363531405,0.4625316063561088,3393.911833891923,8.278952570219356,0.43906514845540434
5,-2.0,-1.0,-2.0,0.7014285714285714,0.28714285714285714,0.011428571428571455,0.8757142857142857,1.3564803098397844,4,0.7952462829724588,0.5540656958565487,0.053045002415633376,True,True,1.496019207271971,1.0101083330852734,0.09650976584659265,1.7018654666623725,1.087389024758814,0.0737694484977609,-952.3033334663817,1908.6066669327633,1917.70882760285,1.843833053205178,1.0194068483279106,-0.11354530000849561,2.1611740887803257,1.0957087761567976,-0.1762066434481977,-817.3399546210846,1640.6799092421693,1654.3331502472995,1.4290921407155974,0.9870724405164217,0.13692900026570376,1.5891077257172306,1.0590002173680222,0.13513720442654653,-408.4906350070945,824.981270014189,843.1855913543626,1.4291388514656538,0.9870682278117889,0.13690079026258306,1.589193326016414,1.0590048888820214,0.1350906169530508,-411.7509201256378,833.5018402512756,856.2572419264926,1.3589465283540638,0.9434193578230895,0.179292009663774,1.5052988464391859,1.0207017081764005,0.18074970787943434,-752.1333762328204,1514.2667524656408,1537.0221541408578,1.4004403590643237,0.9835586811439155,0.15423265839200984,1.5543669306067103,1.0560646401248222,0.1540446835693895,-667.5401730534347,1343.0803461068695,1361.2846674470431,1.3619484252955518,0.9240259576179558,0.17747907533954488,1.4839289615568856,0.9888957370994509,0.1923801455654932,-378.91699396076916,771.8339879215383,803.6915502668421,1.6594098155499566,1.1680831211433778,-0.0021666536899833666,1.8286255463654295,1.2259019168772065,0.004780999744471437,-456.58568098475945,925.1713619695189,952.4778439797793,1.4258437600519591,0.9284058326935986,0.1388907933978667,1.3877352632570086,0.9433183377113854,0.2447330159730875,1.4947187875325967,0.937895236135151,0.097295127778521,1.2564845437847976,0.8853134234992168,0.31616546974995785
6,-2.0,-1.0,-1.0,0.7114285714285714,0.26857142857142857,0.020000000000000018,0.8357142857142857,1.3341058971685882,5,0.7397525914426734,0.5716396852123177,0.05014205190191375,True,True,1.8388529548122938,1.1053699381324384,0.016510082109009505,1.659263816547756,1.0352378771586532,0.06641105771964917,-911.7038789263977,1827.4077578527954,1836.5099185228821,2.4687305440151763,1.1315692265177437,-0.3203728953282772,2.6759618658348616,1.0766102180114707,-0.5056366461996065,-783.135628751216,1572.271257502432,1585.9244985075622,1.7031974471788924,1.0705294643522771,0.08906391177477158,1.4614448519415226,0.9906983414448788,0.1777143936255533,-413.2250617363733,834.4501234727466,852.6544448129201,1.7036711777140023,1.0703689286729214,0.08881054230123198,1.4617744469199614,0.9904995813929064,0.17752894618540993,-418.92329830674294,847.8465966134859,870.6019982887029,1.626918412665472,1.0272800706153242,0.12986089948065682,1.3721717140813052,0.9405277679488349,0.22794414824189502,-715.1049252628445,1440.209850525689,1462.965252200906,1.64602266067741,1.0471123935359636,0.11964320629346681,1.3978497711379172,0.9644010802388506,0.21349632512406547,-632.4715778781695,1272.943155756339,1291.1474770965126,1.6093531661845268,0.9910402155971813,0.13925547492730717,1.3328117190468607,0.8949556123397338,0.25009014803162133,-371.38952472146946,756.7790494429389,788.6366117882427,1.881097538964204,1.22326792735803,-0.00608396081876883,1.82160244605737,1.1917669787303684,-0.024929178777794103,-469.0003126451996,950.0006252903992,977.3071073006596,1.6982168400462543,0.9916629340633799,0.09172773374438947,1.217036207780019,0.8298594880700716,0.3152315294247632,1.8034642792199178,1.0205053960361712,0.03543731909200665,1.0773782645066081,0.7703269319949861,0.3938104210038891
7,-2.0,-1.0,0.0,0.6642857142857143,0.2785714285714286,0.05714285714285716,1.0,1.4717171464260401,9,0.8576687116564417,0.5153765006860587,0.06100539956722602,True,True,2.8372437578153944,1.1830184006325017,-0.13050110992090969,1.6695657343919805,0.9843315281891338,0.22807396692576865,-886.4333426481261,1776.8666852962522,1785.968845966339,6.169707252757283,1.270218622500488,-1.4583227570477275,2.5101049657072765,1.0249034032711795,-0.16055051254629693,-826.662050477223,1659.324100954446,1672.9773419595763,1.7592987333078676,1.0039321997372737,0.29900659215181824,1.3751627012352372,0.8629035738929349,0.3641916176587411,-449.82469364330575,907.6493872866115,925.8537086267851,1.7559337415472263,1.0034648986374846,0.300347374701714,1.3747244385816642,0.8630502540290441,0.36439424900451456,-461.8715847805878,933.7431695611756,956.4985712363926,1.7978580152045378,1.0072222478219564,0.28364262814207686,1.3898398264383205,0.8661765693901392,0.35740562846312796,-756.1380555523564,1522.2761111047128,1545.0315127799297,1.7661057643177491,1.0005343718719086,0.2962943274439517,1.3768900893175982,0.8610317351653515,0.3633929573828807,-643.9026829366678,1295.8053658733356,1314.0096872135093,1.7612224314771785,1.0005231407733297,0.2982400937113623,1.3749946621029834,0.8600556923572497,0.364269310784618,-435.2731949710143,884.5463899420286,916.4039522873323,2.789722168641484,1.3798200017475644,-0.11156611036074615,1.8801851781984773,1.2102520544231472,0.1306937749412589,-591.2631118189472,1194.5262236378944,1221.8327056481548,1.7382537474801287,0.9824829862645921,0.30739197665429296,1.3032946445293108,0.8237015256550869,0.3974199133616133,1.8046350877028055,0.9913750200933606,0.2809423004172552,1.1859651064644938,0.769399448100515,0.4516673880283054
8,-2.0,-1.0,1.0,0.6285714285714286,0.27285714285714285,0.09857142857142859,2.277142857142857,6.11012835430067,29,0.14791481745144042,0.6611900880688402,0.03327500255929698,False,True,22.206491366923764,1.8842970714836482,0.5738695443265442,11.843753029382036,1.7518876393038227,0.6823056142967755,-1308.8057859002365,2621.611571800473,2630.71373247056,21.507319061017185,1.8662791015652276,0.5872862794778706,12.020171360493878,1.7495986343948458,0.6775734054107643,-1015.4637528548392,2036.9275057096784,2050.580746714809,20.800643319717814,1.8336336777200688,0.600847001461255,12.473278102425052,1.7587392858290516,0.6654193637249317,-651.6901887576596,1311.3803775153192,1329.584698855493,20.868428006811666,1.836114636794484,0.599546250292522,12.431925193228196,1.760425736514807,0.6665286056224743,-673.0027335072555,1356.005467014511,1378.7608686897279,26.154031901707093,1.9343266661395622,0.4981183948503951,13.642700957057745,1.822088636737834,0.6340510065405006,-1098.3621072895864,2206.724214579173,2229.47961625439,23.99440938879802,1.8739488487123717,0.5395603727974084,12.823776192272598,1.7847049604135612,0.6560176753354467,-1045.5848863850515,2099.169772770103,2117.3740941102765,20.784002442879046,1.8369210225714612,0.60116633081018,12.41473635689174,1.7564794536251933,0.6669896754191271,-633.9106388694565,1281.821277738913,1313.678840084217,42.537002990264035,2.3160062954016922,0.18373811658408878,27.901774974984654,2.2364182650718045,0.2515685493680161,-801.2299163012549,1614.4598326025098,1641.7663146127702,30.762190923197522,2.0121849105534126,0.4096903369822201,20.562742069841025,1.9731497253933055,0.4484292526156427,28.74890732394871,2.03556359133656,0.44832415100408096,17.748220740645017,1.8145108347361962,0.5239253915936608
9,-2.0,-1.0,2.0,0.6328571428571429,0.29,0.07714285714285712,9.18142857142857,50.06922187690026,49,0.033749887207561696,0.827518028550802,0.009679013288591434,False,True,740.5157197724144,6.255516690200983,-2.742856097132666,955.836800539246,7.424513117832392,0.6181762600018237,-3794.261145043367,7592.522290086734,7601.624450756821,305.09329726588925,5.45488442030863,-0.5420608602568131,1234.6651448086807,7.634410775543027,0.5067939809700976,-1120.1111210687286,2246.222242137457,2259.8754831425877,965.2228654846006,6.3741522469583956,-3.878613904754382,975.0825082919694,7.214370521323495,0.6104882654520104,-1046.9976696154004,2101.9953392308007,2120.199660570974,994.3212123275861,6.397244984585003,-4.0256883313867045,987.1788819460596,7.245458515581679,0.6056561825834554,-679.4145030076329,1368.8290060152658,1391.5844076904827,223.23092731381135,5.189698223515271,-0.1282964224201235,1461.971393815804,8.04106033529593,0.4159929968775281,-1402.4830509635312,2814.9661019270625,2837.7215036022794,1962189439.4862387,2567.3398686834958,-9917671.9287631,376417827701.9532,33531.98464227696,-150365901.1017654,-23498586.72906479,46997181.45812958,46997199.66245092,1014.0355521704414,6.424070975604608,-4.125332316128114,996.6960685604322,7.273487536049069,0.6018543957247466,-643.4322498322576,1300.8644996645153,1332.7220620098192,174.2202353495099,4.619250601384263,0.1194227850798254,2063.8181042939727,8.760477007621448,0.17557605355547767,-1212.6246876224827,2437.2493752449654,2464.555857255226,388.7455574689825,6.506925552782227,-0.9648721035296792,1668.6320473225464,8.786168945144375,0.33343921406869004,554.8466920870802,6.455672750764888,-1.8044122076034568,1356.6580017402973,7.8262401910337624,0.45806205428510927
