,beta,gamma,alpha,p_0,p_k,p_p,y_mean,y_std,n_unique
0,-2.0,-1.0,-2.0,0.7571428571428571,0.24285714285714285,2.7755575615628914e-17,0.7285714285714285,1.2957167852496316,2
1,-2.0,-1.0,-1.0,0.6857142857142857,0.3,0.01428571428571429,0.9142857142857143,1.3804311145840642,3
2,-2.0,0.0,-2.0,0.6,0.4,0.0,1.2,1.4803054913855072,2
3,-2.0,0.0,-1.0,0.6857142857142857,0.3,0.01428571428571429,0.9142857142857143,1.3804311145840638,3
4,-2.0,0.0,0.0,0.6285714285714286,0.37142857142857144,0.0,1.1142857142857143,1.460026376006112,2
5,-2.0,0.0,1.0,0.6,0.37142857142857144,0.02857142857142858,1.4857142857142858,2.6029128451608026,4
6,-2.0,0.0,2.0,0.6714285714285714,0.3142857142857143,0.014285714285714346,2.942857142857143,16.67757820868582,3
7,-2.0,1.0,-2.0,0.6571428571428571,0.34285714285714286,0.0,1.0285714285714285,1.4342743312012722,2
8,-2.0,1.0,-1.0,0.6857142857142857,0.3142857142857143,0.0,0.9428571428571428,1.4027479685795443,2
9,-2.0,1.0,0.0,0.5428571428571428,0.45714285714285713,5.551115123125783e-17,1.3714285714285714,1.50527024461283,2
10,-2.0,1.0,1.0,0.5714285714285714,0.42857142857142855,5.551115123125783e-17,1.2857142857142858,1.4953343588376802,2
11,-2.0,1.0,2.0,0.6714285714285714,0.32857142857142857,5.551115123125783e-17,0.9857142857142858,1.419255337945119,2
12,-2.0,2.0,-2.0,0.5857142857142857,0.4142857142857143,0.0,1.2428571428571429,1.4884649644215882,2
13,-2.0,2.0,-1.0,0.6,0.4,0.0,1.2,1.4803054913855067,2
14,-2.0,2.0,0.0,0.6285714285714286,0.37142857142857144,0.0,1.1142857142857143,1.460026376006112,2
15,-2.0,2.0,1.0,0.6714285714285714,0.32857142857142857,5.551115123125783e-17,0.9857142857142858,1.419255337945119,2
16,-2.0,2.0,2.0,0.6285714285714286,0.37142857142857144,0.0,1.1142857142857143,1.460026376006112,2
17,-1.0,-2.0,-2.0,0.7857142857142857,0.21428571428571427,2.7755575615628914e-17,0.6428571428571429,1.2398657510978122,2
18,-1.0,-2.0,-1.0,0.7714285714285715,0.21428571428571427,0.014285714285714263,0.6714285714285714,1.2478553029669974,3
19,-1.0,-2.0,0.0,0.6571428571428571,0.3142857142857143,0.02857142857142858,1.0,1.403928236326068,3
20,-1.0,-1.0,-2.0,0.7428571428571429,0.24285714285714285,0.014285714285714263,0.7428571428571429,1.2930776037968466,3
21,-1.0,-1.0,-1.0,0.6857142857142857,0.3,0.01428571428571429,0.9285714285714286,1.386492065771458,3
22,-1.0,-1.0,0.0,0.6571428571428571,0.3142857142857143,0.02857142857142858,1.1142857142857143,1.6378039126570374,4
23,-1.0,-1.0,1.0,0.7857142857142857,0.18571428571428572,0.02857142857142858,1.2428571428571429,4.1017342188986925,3
24,-1.0,-1.0,2.0,0.7142857142857143,0.2714285714285714,0.01428571428571429,4.585714285714285,31.48383199387638,3
25,-1.0,0.0,-2.0,0.7142857142857143,0.2857142857142857,0.0,0.8571428571428571,1.3650472655798702,2
26,-1.0,0.0,-1.0,0.6142857142857143,0.38571428571428573,0.0,1.1571428571428573,1.4708344697031956,2
27,-1.0,0.0,0.0,0.7571428571428571,0.24285714285714285,2.7755575615628914e-17,0.7285714285714285,1.2957167852496314,2
28,-1.0,0.0,1.0,0.6428571428571429,0.35714285714285715,0.0,1.0714285714285714,1.4478512671975203,2
29,-1.0,0.0,2.0,0.6571428571428571,0.34285714285714286,0.0,1.0285714285714285,1.4342743312012725,2
30,-1.0,1.0,-2.0,0.6571428571428571,0.34285714285714286,0.0,1.0285714285714285,1.4342743312012722,2
31,-1.0,1.0,-1.0,0.7571428571428571,0.24285714285714285,2.7755575615628914e-17,0.7285714285714285,1.2957167852496314,2
32,-1.0,1.0,0.0,0.7,0.3,5.551115123125783e-17,0.9,1.384698994131153,2
33,-1.0,1.0,1.0,0.6142857142857143,0.38571428571428573,0.0,1.1571428571428573,1.4708344697031954,2
34,-1.0,1.0,2.0,0.7428571428571429,0.2571428571428571,0.0,0.7714285714285715,1.320643547245807,2
35,-1.0,2.0,-2.0,0.7,0.3,5.551115123125783e-17,0.9,1.3846989941311527,2
36,-1.0,2.0,-1.0,0.6857142857142857,0.3142857142857143,0.0,0.9428571428571428,1.4027479685795439,2
37,-1.0,2.0,0.0,0.7571428571428571,0.24285714285714285,2.7755575615628914e-17,0.7285714285714285,1.2957167852496314,2
38,-1.0,2.0,1.0,0.6571428571428571,0.34285714285714286,0.0,1.0285714285714285,1.4342743312012725,2
39,-1.0,2.0,2.0,0.7714285714285715,0.22857142857142856,0.0,0.6857142857142857,1.2688332783304346,2
40,0.0,-2.0,-2.0,0.7571428571428571,0.24285714285714285,2.7755575615628914e-17,0.7285714285714285,1.2957167852496314,2
41,0.0,-2.0,-1.0,0.7142857142857143,0.2714285714285714,0.01428571428571429,0.8285714285714286,1.3402512047841872,3
42,0.0,-2.0,0.0,0.7428571428571429,0.22857142857142856,0.028571428571428553,0.7285714285714285,1.2731500198660353,4
43,0.0,-2.0,1.0,0.7857142857142857,0.21428571428571427,2.7755575615628914e-17,0.6428571428571429,1.2398657510978122,2
44,0.0,-2.0,2.0,0.7714285714285715,0.21428571428571427,0.014285714285714263,1.957142857142857,10.988051104756718,3
45,0.0,-1.0,-2.0,0.6857142857142857,0.3142857142857143,0.0,0.9428571428571428,1.4027479685795439,2
46,0.0,-1.0,-1.0,0.7428571428571429,0.2571428571428571,0.0,0.7714285714285715,1.320643547245807,2
47,0.0,-1.0,0.0,0.7571428571428571,0.24285714285714285,2.7755575615628914e-17,0.7285714285714285,1.2957167852496314,2
48,0.0,-1.0,1.0,0.7428571428571429,0.2571428571428571,0.0,0.7714285714285715,1.320643547245807,2
