,beta,gamma,alpha,p_0,p_k,p_p,y_mean,y_std,n_unique
0,-2.0,1.0,-1.0,0.29523809523809524,0.6904761904761905,0.014285714285714235,2.0,1.4074307244120894,3
1,-2.0,2.0,-2.0,0.22857142857142856,0.7714285714285715,0.0,2.580952380952381,1.8026081709060542,10
2,-2.0,2.0,-1.0,0.19047619047619047,0.8047619047619048,0.004761904761904745,2.580952380952381,1.8026081709060542,10
3,-2.0,2.0,0.0,0.14761904761904762,0.8380952380952381,0.014285714285714235,2.580952380952381,1.8026081709060542,10
4,-1.0,1.0,-2.0,0.4380952380952381,0.5571428571428572,0.004761904761904745,2.223809523809524,2.3277820237616957,12
5,-1.0,1.0,-1.0,0.3142857142857143,0.680952380952381,0.004761904761904745,2.223809523809524,2.3277820237616957,12
6,-1.0,2.0,-2.0,0.3142857142857143,0.6857142857142857,0.0,2.0142857142857142,1.6028639781125618,7
7,-1.0,2.0,-1.0,0.3619047619047619,0.6285714285714286,0.00952380952380949,2.0142857142857142,1.6028639781125618,7
8,-1.0,2.0,0.0,0.28095238095238095,0.719047619047619,0.0,2.0142857142857142,1.6028639781125618,7
9,-1.0,2.0,2.0,0.2619047619047619,0.7380952380952381,0.0,2.0047619047619047,1.4057217970817029,4
10,0.0,-1.0,-2.0,0.7428571428571429,0.24285714285714285,0.014285714285714263,2.2333333333333334,4.2220466400717305,19
11,0.0,0.0,-1.0,0.6095238095238096,0.3761904761904762,0.014285714285714235,1.061904761904762,1.4246551468818776,3
12,0.0,1.0,-2.0,0.5285714285714286,0.4714285714285714,0.0,1.3333333333333333,1.7535564226997962,8
13,0.0,1.0,-1.0,0.5380952380952381,0.46190476190476193,0.0,1.3333333333333333,1.7535564226997962,8
14,0.0,1.0,0.0,0.5190476190476191,0.48095238095238096,0.0,1.3333333333333333,1.7535564226997962,8
15,0.0,1.0,1.0,0.5142857142857142,0.47619047619047616,0.009523809523809601,1.3333333333333333,1.7535564226997962,8
16,0.0,2.0,-2.0,0.5095238095238095,0.49047619047619045,5.551115123125783e-17,1.4523809523809523,1.4900367830850543,4
17,0.0,2.0,-1.0,0.5142857142857142,0.4857142857142857,5.551115123125783e-17,1.4523809523809523,1.4900367830850543,4
18,0.0,2.0,0.0,0.5428571428571428,0.45714285714285713,5.551115123125783e-17,1.4523809523809523,1.4900367830850543,4
19,0.0,2.0,1.0,0.48095238095238096,0.5190476190476191,0.0,1.4523809523809523,1.4900367830850543,4
20,0.0,2.0,2.0,0.48095238095238096,0.5190476190476191,0.0,1.4523809523809523,1.4900367830850543,4
21,1.0,-2.0,-2.0,0.9142857142857143,0.08095238095238096,0.004761904761904787,1.4523809523809523,1.4900367830850543,4
22,1.0,-1.0,-2.0,0.8047619047619048,0.19047619047619047,0.004761904761904745,1.061904761904762,2.1941584452250336,11
23,1.0,-1.0,-1.0,0.8238095238095238,0.1761904761904762,2.7755575615628914e-17,1.061904761904762,2.1941584452250336,11
