,beta,gamma,alpha,p_0,p_k,p_p,y_mean,y_std,n_unique
34,-2.0,2.0,2.0,0.1380952380952381,0.8238095238095238,0.03809523809523818,2.580952380952381,1.1305327734252388,7
35,-2.0,1.0,-1.0,0.2571428571428571,0.719047619047619,0.023809523809523836,2.1857142857142855,1.3192667654267407,4
36,-2.0,1.0,0.0,0.24761904761904763,0.6952380952380952,0.05714285714285716,2.1619047619047618,1.3060317157561478,4
37,-2.0,1.0,1.0,0.20952380952380953,0.7142857142857143,0.07619047619047614,2.2904761904761903,1.274109037383894,6
38,-2.0,2.0,0.0,0.17142857142857143,0.7904761904761904,0.03809523809523807,2.414285714285714,1.1594363068128009,4
39,-2.0,2.0,1.0,0.16666666666666666,0.819047619047619,0.014285714285714346,2.4761904761904763,1.128959703174616,4
40,-2.0,2.0,2.0,0.14285714285714285,0.8095238095238095,0.04761904761904767,2.6,1.1828115074689445,7
41,-2.0,1.0,-1.0,0.23809523809523808,0.7333333333333333,0.02857142857142858,2.2333333333333334,1.2895729545487793,4
42,-2.0,1.0,0.0,0.2619047619047619,0.6571428571428571,0.080952380952381,2.080952380952381,1.3262600030943033,4
43,-2.0,1.0,1.0,0.2,0.7285714285714285,0.07142857142857151,2.3047619047619046,1.2613034157869312,6
44,-2.0,2.0,0.0,0.19523809523809524,0.780952380952381,0.023809523809523836,2.3666666666666667,1.2075652015971863,3
45,-2.0,2.0,1.0,0.16666666666666666,0.8142857142857143,0.01904761904761909,2.4761904761904763,1.137404399223503,4
46,-2.0,2.0,2.0,0.12857142857142856,0.8380952380952381,0.033333333333333326,2.585714285714286,1.0328507093637584,5
47,-1.0,1.0,0.0,0.319047619047619,0.6666666666666666,0.014285714285714346,2.019047619047619,1.400484894708011,4
48,-2.0,1.0,-2.0,0.2619047619047619,0.719047619047619,0.01904761904761909,2.176190476190476,1.3278052409158505,3
49,-2.0,1.0,-1.0,0.23333333333333334,0.7285714285714285,0.03809523809523807,2.2333333333333334,1.2821309017112126,4
50,-2.0,1.0,0.0,0.3047619047619048,0.6523809523809524,0.042857142857142816,2.0285714285714285,1.3865874453770937,5
51,-2.0,1.0,1.0,0.20476190476190476,0.7095238095238096,0.08571428571428574,2.323809523809524,1.301417983344697,7
52,-2.0,2.0,-1.0,0.20952380952380953,0.7714285714285715,0.01904761904761898,2.3333333333333335,1.234795891288089,3
53,-2.0,2.0,0.0,0.19047619047619047,0.7952380952380952,0.014285714285714346,2.4,1.1908743922772955,3
54,-2.0,2.0,1.0,0.13333333333333333,0.8428571428571429,0.023809523809523836,2.580952380952381,1.0332366795652816,5
55,-2.0,2.0,2.0,0.19523809523809524,0.780952380952381,0.023809523809523836,2.4238095238095236,1.247544866211351,6
56,-1.0,1.0,1.0,0.319047619047619,0.6619047619047619,0.01904761904761909,2.019047619047619,1.4073012102198201,4
57,-2.0,1.0,0.0,0.23333333333333334,0.7,0.06666666666666665,2.1857142857142855,1.2862116452768027,4
58,-2.0,1.0,1.0,0.2,0.7380952380952381,0.06190476190476191,2.3047619047619046,1.2421913768512594,5
59,-2.0,2.0,1.0,0.19047619047619047,0.7952380952380952,0.014285714285714346,2.4095238095238094,1.1835817677143396,4
60,-2.0,2.0,2.0,0.1619047619047619,0.8047619047619048,0.033333333333333326,2.480952380952381,1.1332803922606012,5
61,-2.0,1.0,-1.0,0.24761904761904763,0.7285714285714285,0.023809523809523836,2.2142857142857144,1.303945325080667,4
62,-2.0,1.0,0.0,0.2571428571428571,0.6952380952380952,0.04761904761904767,2.1619047619047618,1.3133383412288735,4
63,-2.0,1.0,1.0,0.18095238095238095,0.7428571428571429,0.07619047619047614,2.3857142857142857,1.2787500304847692,6
64,-2.0,2.0,1.0,0.16666666666666666,0.819047619047619,0.014285714285714346,2.4904761904761905,1.1291715902783057,5
65,-2.0,2.0,2.0,0.18095238095238095,0.7761904761904762,0.042857142857142816,2.4047619047619047,1.1872432748839303,5
66,-2.0,1.0,-2.0,0.2857142857142857,0.7,0.014285714285714346,2.1142857142857143,1.3612145274522658,3
67,-2.0,1.0,-1.0,0.23809523809523808,0.7285714285714285,0.033333333333333326,2.223809523809524,1.2912679729240146,4
68,-2.0,1.0,0.0,0.29523809523809524,0.6666666666666666,0.03809523809523807,2.0619047619047617,1.376833684825802,5
69,-2.0,1.0,1.0,0.20476190476190476,0.719047619047619,0.07619047619047625,2.280952380952381,1.2459000887769451,5
70,-2.0,2.0,0.0,0.2,0.780952380952381,0.01904761904761909,2.361904761904762,1.2149295332613383,3
71,-2.0,2.0,2.0,0.19523809523809524,0.7714285714285715,0.033333333333333326,2.447619047619048,1.3447110814068644,7
72,-1.0,2.0,1.0,0.3142857142857143,0.6714285714285714,0.014285714285714346,2.033333333333333,1.3950813573481708,4
73,-2.0,1.0,-1.0,0.3047619047619048,0.6619047619047619,0.033333333333333326,2.019047619047619,1.3867517544043657,3
74,-2.0,1.0,0.0,0.2523809523809524,0.6904761904761905,0.05714285714285716,2.138095238095238,1.3178844111035868,4
75,-2.0,1.0,1.0,0.19523809523809524,0.6952380952380952,0.10952380952380958,2.3666666666666667,1.3101858348532391,7
76,-2.0,2.0,0.0,0.2,0.7857142857142857,0.014285714285714346,2.3714285714285714,1.2120380468165854,3
77,-2.0,2.0,1.0,0.18095238095238095,0.7904761904761904,0.02857142857142858,2.4095238095238094,1.1713913380653405,4
78,-2.0,2.0,2.0,0.12380952380952381,0.819047619047619,0.05714285714285716,2.7,1.3307191278136745,9
79,-2.0,1.0,-1.0,0.2619047619047619,0.7142857142857143,0.023809523809523836,2.1714285714285713,1.3266293068676172,4
80,-2.0,1.0,0.0,0.22857142857142856,0.7047619047619048,0.06666666666666665,2.1857142857142855,1.2862116452768027,4
81,-2.0,1.0,1.0,0.20952380952380953,0.6952380952380952,0.09523809523809523,2.261904761904762,1.2652802668048422,5
82,-2.0,2.0,1.0,0.17142857142857143,0.7904761904761904,0.03809523809523807,2.4238095238095236,1.1642213086055655,4
83,-2.0,2.0,2.0,0.14761904761904762,0.819047619047619,0.033333333333333326,2.5904761904761906,1.2656313597034659,7
84,-2.0,1.0,-1.0,0.29523809523809524,0.6666666666666666,0.03809523809523807,2.0428571428571427,1.3740839240060607,4
85,-2.0,1.0,0.0,0.20952380952380953,0.7095238095238096,0.08095238095238089,2.2285714285714286,1.250891684693471,4
86,-2.0,1.0,1.0,0.2,0.7428571428571429,0.05714285714285716,2.376190476190476,1.285325629214093,7
87,-2.0,2.0,1.0,0.1619047619047619,0.819047619047619,0.01904761904761909,2.4761904761904763,1.1247135783841529,3
88,-2.0,2.0,2.0,0.1619047619047619,0.8047619047619048,0.033333333333333326,2.5238095238095237,1.1746544893230748,6
89,-1.0,2.0,1.0,0.30952380952380953,0.6714285714285714,0.01904761904761909,2.0428571428571427,1.387942413133058,4
90,-2.0,1.0,0.0,0.24285714285714285,0.7,0.05714285714285716,2.1666666666666665,1.3035958121547124,4
91,-2.0,1.0,1.0,0.23809523809523808,0.6476190476190476,0.11428571428571421,2.176190476190476,1.3205786617323252,6
92,-2.0,2.0,2.0,0.1523809523809524,0.8095238095238095,0.03809523809523807,2.533333333333333,1.1703405357830556,6
93,-1.0,1.0,1.0,0.3142857142857143,0.6571428571428571,0.02857142857142858,2.0238095238095237,1.398702324731856,5
94,-1.0,2.0,2.0,0.32857142857142857,0.6571428571428571,0.014285714285714346,2.0047619047619047,1.4158961490031339,5
95,-2.0,1.0,-1.0,0.2714285714285714,0.6761904761904762,0.05238095238095242,2.085714285714286,1.3456595879304691,4
96,-2.0,1.0,0.0,0.2714285714285714,0.7047619047619048,0.023809523809523836,2.138095238095238,1.3430580653727753,3
97,-2.0,1.0,1.0,0.21904761904761905,0.719047619047619,0.06190476190476191,2.261904761904762,1.2690561577629902,5
98,-2.0,2.0,-2.0,0.19523809523809524,0.7904761904761904,0.014285714285714346,2.3857142857142857,1.201588149349096,3
99,-1.0,1.0,-1.0,0.3238095238095238,0.6619047619047619,0.014285714285714346,2.0,1.4074307244120894,3
100,-1.0,1.0,1.0,0.3142857142857143,0.6523809523809524,0.033333333333333326,2.0095238095238095,1.4005825042120992,5
101,-2.0,1.0,0.0,0.2857142857142857,0.6428571428571429,0.0714285714285714,2.0047619047619047,1.3642658226699975,4
102,-2.0,1.0,1.0,0.19523809523809524,0.7238095238095238,0.080952380952381,2.433333333333333,1.4535333400558472,9
103,-2.0,2.0,0.0,0.1619047619047619,0.819047619047619,0.01904761904761909,2.480952380952381,1.120542865539311,4
104,-2.0,2.0,2.0,0.18571428571428572,0.7857142857142857,0.02857142857142858,2.442857142857143,1.3193703836145716,5
105,-1.0,1.0,1.0,0.319047619047619,0.6476190476190476,0.033333333333333326,1.9952380952380953,1.405721797081703,5
106,-2.0,1.0,-2.0,0.2857142857142857,0.7,0.014285714285714346,2.119047619047619,1.359045206503324,4
107,-2.0,1.0,-1.0,0.2714285714285714,0.7142857142857143,0.014285714285714346,2.157142857142857,1.3409528243386661,3
108,-2.0,1.0,0.0,0.2571428571428571,0.6904761904761905,0.05238095238095242,2.138095238095238,1.321510007158583,4
109,-2.0,1.0,1.0,0.1761904761904762,0.719047619047619,0.10476190476190472,2.414285714285714,1.3286629298413706,9
110,-2.0,2.0,1.0,0.19523809523809524,0.7857142857142857,0.01904761904761909,2.3904761904761904,1.2060075943426778,4
111,-2.0,2.0,2.0,0.18571428571428572,0.7952380952380952,0.01904761904761909,2.461904761904762,1.233882188073157,5
112,-1.0,1.0,0.0,0.3047619047619048,0.6714285714285714,0.023809523809523836,2.0428571428571427,1.3844907959907806,4
113,-1.0,1.0,1.0,0.30952380952380953,0.6476190476190476,0.042857142857142816,2.0095238095238095,1.3833959885560179,4
114,-1.0,2.0,2.0,0.23809523809523808,0.7428571428571429,0.01904761904761898,2.2476190476190476,1.288751128575951,3
115,-2.0,1.0,-2.0,0.2714285714285714,0.7095238095238096,0.01904761904761909,2.1476190476190475,1.3420398127349262,3
116,-2.0,1.0,0.0,0.2619047619047619,0.7,0.03809523809523818,2.142857142857143,1.3300255163834385,4
117,-2.0,1.0,1.0,0.19523809523809524,0.7095238095238096,0.09523809523809523,2.3333333333333335,1.3880326972877952,7
118,-2.0,2.0,1.0,0.13333333333333333,0.8476190476190476,0.01904761904761909,2.580952380952381,1.023933240020182,3
119,-2.0,2.0,2.0,0.11428571428571428,0.8523809523809524,0.033333333333333326,2.642857142857143,1.054074540717556,6
120,-2.0,1.0,-1.0,0.29523809523809524,0.6714285714285714,0.033333333333333326,2.0476190476190474,1.3756665361831726,3
121,-2.0,1.0,0.0,0.23333333333333334,0.7142857142857143,0.052380952380952306,2.204761904761905,1.2870262413448414,4
122,-2.0,1.0,1.0,0.19047619047619047,0.7333333333333333,0.07619047619047625,2.380952380952381,1.2364554400130419,6
123,-2.0,2.0,-2.0,0.19047619047619047,0.7952380952380952,0.014285714285714346,2.4,1.1908743922772955,3
124,-2.0,2.0,0.0,0.19047619047619047,0.7857142857142857,0.023809523809523836,2.380952380952381,1.19713335733056,3
125,-2.0,2.0,1.0,0.18095238095238095,0.7904761904761904,0.02857142857142858,2.4285714285714284,1.1686260927406649,5
126,-2.0,2.0,2.0,0.15714285714285714,0.819047619047619,0.023809523809523836,2.533333333333333,1.1455482101397505,6
127,-1.0,2.0,2.0,0.2714285714285714,0.7142857142857143,0.014285714285714346,2.1666666666666665,1.3362209560477565,4
128,-2.0,0.0,0.0,0.2714285714285714,0.5523809523809524,0.17619047619047623,1.9238095238095239,1.356855625490645,6
129,-2.0,1.0,-1.0,0.2619047619047619,0.7142857142857143,0.023809523809523836,2.1666666666666665,1.3290401376182432,3
130,-2.0,1.0,0.0,0.23809523809523808,0.719047619047619,0.042857142857142816,2.2142857142857144,1.28918419895607,4
131,-2.0,1.0,1.0,0.14761904761904762,0.7761904761904762,0.07619047619047614,2.4952380952380953,1.1830041195478433,7
132,-2.0,2.0,0.0,0.18571428571428572,0.7952380952380952,0.01904761904761909,2.414285714285714,1.1758273944407953,4
133,-2.0,2.0,2.0,0.1523809523809524,0.8238095238095238,0.023809523809523836,2.566666666666667,1.1648082715236392,7
134,-1.0,1.0,1.0,0.3047619047619048,0.6523809523809524,0.042857142857142816,2.0095238095238095,1.3833959885560179,4
135,-1.0,2.0,2.0,0.2714285714285714,0.7142857142857143,0.014285714285714346,2.1714285714285713,1.3338231043961248,3
136,-2.0,0.0,0.0,0.2857142857142857,0.5523809523809524,0.16190476190476188,1.8761904761904762,1.3497845874230259,5
137,-2.0,1.0,-1.0,0.21904761904761905,0.7571428571428571,0.023809523809523836,2.3,1.2529391283418934,4
138,-2.0,1.0,0.0,0.24285714285714285,0.6952380952380952,0.06190476190476191,2.176190476190476,1.3060055474082093,5
139,-2.0,1.0,1.0,0.23333333333333334,0.680952380952381,0.08571428571428563,2.238095238095238,1.3835936118500747,7
140,-2.0,2.0,-1.0,0.20952380952380953,0.7666666666666667,0.023809523809523725,2.3285714285714287,1.2341406777903794,4
141,-2.0,2.0,1.0,0.19047619047619047,0.780952380952381,0.02857142857142858,2.3857142857142857,1.201588149349096,4
142,-2.0,2.0,2.0,0.18095238095238095,0.7857142857142857,0.033333333333333326,2.5047619047619047,1.2763870175763707,7
143,-2.0,1.0,-2.0,0.2714285714285714,0.7142857142857143,0.014285714285714346,2.157142857142857,1.3409528243386661,3
144,-2.0,1.0,-1.0,0.2619047619047619,0.7095238095238096,0.02857142857142858,2.1714285714285713,1.3230177398091167,4
145,-2.0,1.0,0.0,0.2714285714285714,0.6904761904761905,0.03809523809523818,2.119047619047619,1.3413265759566197,4
146,-2.0,1.0,1.0,0.20476190476190476,0.6857142857142857,0.10952380952380958,2.2904761904761903,1.2703481653282624,6
147,-2.0,2.0,1.0,0.1619047619047619,0.819047619047619,0.01904761904761909,2.4904761904761905,1.112093057405681,4
148,-2.0,2.0,2.0,0.17142857142857143,0.8047619047619048,0.023809523809523725,2.447619047619048,1.1448319688740467,4
149,-1.0,2.0,1.0,0.3238095238095238,0.6571428571428571,0.01904761904761909,1.9904761904761905,1.4073983469813713,3
150,-1.0,2.0,2.0,0.3142857142857143,0.6619047619047619,0.023809523809523836,2.0476190476190474,1.4235272075518042,4
151,-2.0,1.0,-1.0,0.2904761904761905,0.680952380952381,0.02857142857142847,2.0761904761904764,1.3673936237956141,4
152,-2.0,1.0,1.0,0.18095238095238095,0.7,0.11904761904761907,2.3333333333333335,1.2879022420230406,7
153,-2.0,2.0,-1.0,0.19047619047619047,0.7952380952380952,0.014285714285714346,2.4,1.1908743922772955,3
154,-2.0,2.0,0.0,0.15714285714285714,0.8238095238095238,0.01904761904761909,2.4904761904761905,1.112093057405681,3
155,-2.0,2.0,1.0,0.21428571428571427,0.7571428571428571,0.02857142857142858,2.3285714285714287,1.2418703509456042,5
156,-2.0,2.0,2.0,0.20476190476190476,0.7428571428571429,0.05238095238095242,2.342857142857143,1.2360499783067758,5
157,-2.0,1.0,-1.0,0.2714285714285714,0.6952380952380952,0.03333333333333344,2.119047619047619,1.344888977335282,3
158,-2.0,1.0,0.0,0.20952380952380953,0.7142857142857143,0.07619047619047614,2.2476190476190476,1.243401357374448,4
159,-2.0,1.0,1.0,0.21428571428571427,0.6952380952380952,0.09047619047619049,2.2904761904761903,1.329245842197662,7
160,-2.0,2.0,1.0,0.20476190476190476,0.7761904761904762,0.01904761904761909,2.3666666666666667,1.2233115825782799,5
161,-2.0,2.0,2.0,0.15714285714285714,0.8095238095238095,0.033333333333333326,2.5476190476190474,1.1616351483220841,5
162,-1.0,2.0,2.0,0.319047619047619,0.6666666666666666,0.014285714285714346,2.038095238095238,1.4136979200197353,5
163,-2.0,1.0,-1.0,0.2904761904761905,0.6619047619047619,0.04761904761904756,2.033333333333333,1.3708633585034653,3
164,-2.0,1.0,0.0,0.2714285714285714,0.6857142857142857,0.04285714285714293,2.119047619047619,1.3377546880415254,4
165,-2.0,1.0,1.0,0.14285714285714285,0.7714285714285715,0.08571428571428574,2.447619047619048,1.1151926250756017,5
166,-2.0,1.0,2.0,0.1523809523809524,0.7714285714285715,0.07619047619047614,2.6333333333333333,1.4121256613958149,10
167,-2.0,2.0,1.0,0.1523809523809524,0.8285714285714286,0.01904761904761898,2.519047619047619,1.0858458866651406,4
168,-2.0,2.0,2.0,0.1761904761904762,0.7904761904761904,0.033333333333333326,2.466666666666667,1.1703405357830556,6
169,-2.0,1.0,-1.0,0.2857142857142857,0.6857142857142857,0.02857142857142858,2.0904761904761906,1.3612563722215032,4
170,-2.0,1.0,0.0,0.21904761904761905,0.6904761904761905,0.09047619047619049,2.1809523809523808,1.2700521963500688,4
171,-2.0,1.0,1.0,0.19523809523809524,0.7285714285714285,0.07619047619047625,2.357142857142857,1.2870616468699052,7
172,-2.0,2.0,0.0,0.1523809523809524,0.8285714285714286,0.01904761904761898,2.5047619047619047,1.099141113351036,3
173,-2.0,2.0,1.0,0.20476190476190476,0.7714285714285715,0.023809523809523836,2.361904761904762,1.2227806535807944,5
174,-2.0,2.0,2.0,0.1380952380952381,0.8238095238095238,0.03809523809523818,2.5761904761904764,1.0788992981750627,6
175,-1.0,1.0,2.0,0.29523809523809524,0.6523809523809524,0.052380952380952306,2.1095238095238096,1.4385016001024746,7
176,-1.0,2.0,2.0,0.2761904761904762,0.7,0.023809523809523836,2.157142857142857,1.3692003144263774,5
177,-2.0,1.0,-2.0,0.2523809523809524,0.7238095238095238,0.023809523809523836,2.2,1.3117065840649829,4
178,-2.0,1.0,0.0,0.20476190476190476,0.719047619047619,0.07619047619047625,2.257142857142857,1.2375973901347532,4
179,-2.0,1.0,1.0,0.17142857142857143,0.780952380952381,0.04761904761904756,2.4380952380952383,1.181385202070432,5
180,-2.0,2.0,2.0,0.13333333333333333,0.8476190476190476,0.01904761904761909,2.5904761904761906,1.0598838800280495,5
181,-1.0,1.0,2.0,0.2904761904761905,0.6428571428571429,0.06666666666666654,2.119047619047619,1.4410652119491323,7
182,-1.0,2.0,1.0,0.2714285714285714,0.7142857142857143,0.014285714285714346,2.1714285714285713,1.3338231043961248,3
183,-2.0,1.0,-1.0,0.30952380952380953,0.6476190476190476,0.042857142857142816,1.9857142857142858,1.3919748506932177,3
184,-2.0,1.0,0.0,0.20476190476190476,0.7238095238095238,0.07142857142857151,2.2666666666666666,1.2471338752160186,5
185,-2.0,1.0,1.0,0.18095238095238095,0.680952380952381,0.13809523809523805,2.3142857142857145,1.2589529006341091,7
186,-2.0,2.0,1.0,0.17142857142857143,0.8095238095238095,0.01904761904761898,2.447619047619048,1.1490037488826819,3
187,-2.0,2.0,2.0,0.14761904761904762,0.8333333333333334,0.01904761904761898,2.5476190476190474,1.1024631177283173,5
188,-1.0,1.0,0.0,0.26666666666666666,0.6952380952380952,0.03809523809523818,2.1285714285714286,1.3368687464043663,4
189,-1.0,2.0,2.0,0.2619047619047619,0.7238095238095238,0.014285714285714346,2.1904761904761907,1.3240162049286435,4
190,-2.0,1.0,0.0,0.26666666666666666,0.6571428571428571,0.07619047619047625,2.0619047619047617,1.3380612234783054,4
191,-2.0,1.0,1.0,0.22380952380952382,0.7,0.07619047619047625,2.223809523809524,1.2912679729240146,6
192,-2.0,2.0,1.0,0.20952380952380953,0.7619047619047619,0.02857142857142858,2.323809523809524,1.2334666446828737,4
193,-2.0,2.0,2.0,0.19047619047619047,0.780952380952381,0.02857142857142858,2.419047619047619,1.303517158831256,5
194,-1.0,1.0,1.0,0.3142857142857143,0.6476190476190476,0.03809523809523807,2.0285714285714285,1.4003221970814779,5
195,-2.0,1.0,0.0,0.26666666666666666,0.6666666666666666,0.06666666666666676,2.080952380952381,1.337039165387085,4
196,-2.0,1.0,1.0,0.2,0.7238095238095238,0.07619047619047625,2.3333333333333335,1.2616285265778355,7
197,-2.0,1.0,-1.0,0.2619047619047619,0.6857142857142857,0.05238095238095242,2.123809523809524,1.3283456494836592,4
198,-2.0,1.0,0.0,0.23333333333333334,0.7285714285714285,0.03809523809523807,2.2285714285714286,1.2848557929780078,4
199,-2.0,1.0,1.0,0.19523809523809524,0.7380952380952381,0.06666666666666665,2.323809523809524,1.2256839754049025,5
200,-2.0,2.0,1.0,0.14285714285714285,0.8428571428571429,0.014285714285714346,2.5428571428571427,1.067381282607437,3
201,-2.0,2.0,2.0,0.18571428571428572,0.7857142857142857,0.02857142857142858,2.4523809523809526,1.2566070545670214,6
202,-2.0,1.0,0.0,0.28095238095238095,0.680952380952381,0.03809523809523807,2.0904761904761906,1.354208312975809,4
203,-2.0,1.0,1.0,0.19047619047619047,0.7047619047619048,0.10476190476190472,2.376190476190476,1.2964451809027238,7
204,-2.0,2.0,-1.0,0.17142857142857143,0.8095238095238095,0.01904761904761898,2.4523809523809526,1.145040918856417,4
205,-2.0,2.0,2.0,0.17142857142857143,0.8095238095238095,0.01904761904761898,2.480952380952381,1.1458763377667043,5
206,-1.0,1.0,2.0,0.29523809523809524,0.6428571428571429,0.061904761904761796,2.0714285714285716,1.4375826523832833,6
207,-2.0,1.0,-1.0,0.3142857142857143,0.6476190476190476,0.03809523809523807,1.980952380952381,1.3970642656352206,3
208,-2.0,1.0,0.0,0.23809523809523808,0.7095238095238096,0.052380952380952306,2.204761904761905,1.298131225986619,5
209,-2.0,1.0,1.0,0.20476190476190476,0.6857142857142857,0.10952380952380958,2.3,1.3053075312722946,7
210,-2.0,1.0,2.0,0.16666666666666666,0.7571428571428571,0.07619047619047625,2.6,1.4842071329154598,8
211,-2.0,2.0,0.0,0.2,0.7761904761904762,0.023809523809523836,2.357142857142857,1.2143761777247157,4
212,-2.0,2.0,1.0,0.23333333333333334,0.7476190476190476,0.01904761904761898,2.2666666666666666,1.2774576026760218,4
213,-2.0,2.0,2.0,0.20952380952380953,0.7619047619047619,0.02857142857142858,2.3523809523809525,1.2487770276183106,6
214,-1.0,1.0,2.0,0.26666666666666666,0.6857142857142857,0.04761904761904767,2.204761904761905,1.39410110308512,7
215,-2.0,1.0,-1.0,0.2904761904761905,0.6904761904761905,0.01904761904761898,2.104761904761905,1.3724828862987537,4
216,-2.0,1.0,0.0,0.3047619047619048,0.6571428571428571,0.03809523809523807,2.0238095238095237,1.3814924188203659,4
217,-2.0,1.0,1.0,0.2523809523809524,0.638095238095238,0.10952380952380958,2.1666666666666665,1.452874838055853,7
218,-2.0,2.0,2.0,0.22380952380952382,0.7428571428571429,0.033333333333333326,2.3190476190476192,1.2785005600046107,6
219,-1.0,1.0,0.0,0.3047619047619048,0.6619047619047619,0.033333333333333326,2.019047619047619,1.386751754404366,3
220,-2.0,1.0,-1.0,0.3142857142857143,0.6619047619047619,0.023809523809523836,2.0142857142857142,1.395407955743709,4
221,-2.0,1.0,0.0,0.22857142857142856,0.7095238095238096,0.06190476190476191,2.219047619047619,1.2715582301451263,4
222,-2.0,1.0,1.0,0.1523809523809524,0.7619047619047619,0.08571428571428574,2.4714285714285715,1.1581386060220578,6
223,-2.0,2.0,1.0,0.14285714285714285,0.8380952380952381,0.01904761904761909,2.538095238095238,1.067562707491685,4
224,-2.0,2.0,2.0,0.13333333333333333,0.8523809523809524,0.014285714285714346,2.642857142857143,1.1496083912265083,4
225,-2.0,1.0,0.0,0.22857142857142856,0.7,0.07142857142857151,2.2,1.2747079597990747,4
226,-2.0,1.0,1.0,0.23809523809523808,0.7095238095238096,0.052380952380952306,2.3047619047619046,1.4385253582044744,8
227,-2.0,2.0,0.0,0.19523809523809524,0.7904761904761904,0.014285714285714346,2.3904761904761904,1.1980465607109565,4
228,-2.0,2.0,1.0,0.2,0.7761904761904762,0.023809523809523836,2.357142857142857,1.2143761777247157,4
