,beta,gamma,alpha,p_0,p_k,p_p,y_mean,y_std,n_unique
120,0.0,1.0,-1.0,0.7042857142857143,0.29428571428571426,0.0014285714285714457,1.022857142857143,3.917174371692748,3
121,0.0,1.0,0.0,0.7457142857142857,0.2542857142857143,5.551115123125783e-17,0.7628571428571429,1.307310951992396,2
122,0.0,1.0,1.0,0.7228571428571429,0.27714285714285714,0.0,0.8314285714285714,1.3437230598442995,2
123,0.0,1.0,2.0,0.7285714285714285,0.2714285714285714,5.551115123125783e-17,0.8142857142857143,1.335043864971453,2
124,0.0,2.0,1.0,0.7328571428571429,0.26,0.0071428571428571175,0.7885714285714286,1.3160767614774453,4
125,0.0,2.0,2.0,0.7742857142857142,0.22428571428571428,0.0014285714285714735,0.6742857142857143,1.2520296214147895,3
126,1.0,-2.0,-2.0,0.6928571428571428,0.30714285714285716,0.0,0.9214285714285714,1.3849169993301844,2
127,1.0,-2.0,-1.0,0.7185714285714285,0.2814285714285714,5.551115123125783e-17,0.8442857142857143,1.3500527954796673,2
128,1.0,-2.0,0.0,0.71,0.29,5.551115123125783e-17,0.87,1.3622595468417071,2
129,1.0,-2.0,1.0,0.6914285714285714,0.30857142857142855,5.551115123125783e-17,0.9257142857142857,1.3867021957749306,2
130,1.0,-2.0,2.0,0.6857142857142857,0.3142857142857143,0.0,0.9428571428571428,1.3936881452567884,2
131,1.0,-1.0,-2.0,0.6857142857142857,0.3142857142857143,0.0,0.9428571428571428,1.3936881452567884,2
132,1.0,-1.0,-1.0,0.7071428571428572,0.29285714285714287,0.0,0.8785714285714286,1.3661965265330513,2
133,1.0,-1.0,0.0,0.6871428571428572,0.31285714285714283,0.0,0.9385714285714286,1.3919647662510592,2
134,1.0,-1.0,1.0,0.69,0.31,5.551115123125783e-17,0.93,1.3884718496437798,2
135,1.0,-1.0,2.0,0.72,0.28,0.0,0.84,1.3479598318030501,2
136,1.0,0.0,-2.0,0.7128571428571429,0.2857142857142857,0.0014285714285714457,1.322857142857143,12.36376601177282,3
137,1.0,0.0,-1.0,0.72,0.27714285714285714,0.0028571428571428914,0.9728571428571429,3.299213997024236,4
138,1.0,0.0,0.0,0.6985714285714286,0.29714285714285715,0.004285714285714226,0.9042857142857142,1.3848697758031132,5
139,1.0,0.0,1.0,0.6942857142857143,0.3057142857142857,0.0,0.9171428571428571,1.3831162001268518,2
140,1.0,0.0,2.0,0.7,0.3,5.551115123125783e-17,0.9,1.3757557423688787,2
141,1.0,1.0,2.0,0.7414285714285714,0.2571428571428571,0.0014285714285714457,0.7728571428571429,1.3118172511087662,3
142,2.0,-2.0,-2.0,0.6442857142857142,0.3557142857142857,5.551115123125783e-17,1.0671428571428572,1.437214503944863,2
143,2.0,-2.0,-1.0,0.64,0.36,0.0,1.08,1.4410296747829832,2
144,2.0,-2.0,0.0,0.6514285714285715,0.3485714285714286,0.0,1.0457142857142858,1.430576153157044,2
145,2.0,-2.0,1.0,0.6514285714285715,0.3485714285714286,0.0,1.0457142857142858,1.430576153157044,2
146,2.0,-2.0,2.0,0.64,0.36,0.0,1.08,1.4410296747829832,2
147,2.0,-1.0,-2.0,0.6371428571428571,0.3628571428571429,0.0,1.0885714285714285,1.4435038100192736,2
148,2.0,-1.0,-1.0,0.6842857142857143,0.3157142857142857,0.0,0.9471428571428572,1.3953962142442415,2
149,2.0,-1.0,0.0,0.6328571428571429,0.36714285714285716,0.0,1.1014285714285714,1.4471117559088225,2
150,2.0,-1.0,1.0,0.64,0.36,0.0,1.08,1.4410296747829832,2
151,2.0,-1.0,2.0,0.6714285714285714,0.32857142857142857,5.551115123125783e-17,0.9857142857142858,1.4100888997112566,2
152,2.0,0.0,1.0,0.6642857142857143,0.32857142857142857,0.007142857142857173,0.9971428571428571,1.4121860232979646,4
153,2.0,0.0,2.0,0.6771428571428572,0.32285714285714284,0.0,0.9685714285714285,1.4037088474858725,2
154,2.0,1.0,2.0,0.7185714285714285,0.2742857142857143,0.007142857142857173,0.83,1.3376735511056541,3
